Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM
NZ_CP018632.1	NZ_CP018632.1@57	3826320	3827423	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3301]	['3.30e-05']	[0.364]	[0.468]
NZ_CP018632.1	NZ_CP018632.1@62	4157568	4158275	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3609]	['1.00e-04']	[0.483]	[0.387]
NZ_CP018632.1	NZ_CP018632.1@39	2740908	2741741	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2387]	['3.80e-04']	[0.356]	[0.324]
NZ_CP018632.1	NZ_CP018632.1@20	1489598	1490356	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1281]	['4.50e-06']	[0.431]	[0.363]
NZ_CP018632.1	NZ_CP018632.1@35	2547568	2550042	False	14%	0%	I-A	1.0	['Cas3_0_I']	[2234]	['8.20e-08']	[0.382]	[0.877]
NZ_CP018632.1	NZ_CP018632.1@107	7250876	7251538	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[6300]	['4.20e-22']	[0.792]	[0.994]
NZ_CP018632.1	NZ_CP018632.1@22	1575734	1577530	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[1362]	['1.00e-05']	[0.326]	[0.552]
NZ_CP018632.1	NZ_CP018632.1@79	5268185	5271377	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I', 'AbiEii_0_CAS-III']	[4585, 4586]	['5.30e-13', '1.90e-05']	[0.638, 0.343]	[0.898, 0.549]
NZ_CP018632.1	NZ_CP018632.1@29	1989720	1990484	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1716]	['2.70e-05']	[0.408]	[0.352]
NZ_CP018632.1	NZ_CP018632.1@10	633157	635616	False	0%	0%	I-A	0.0	['PrimPol_0_CAS-I-II-III-IV-V-VI']	[553]	['9.00e-91']	[0.413]	[0.886]
NZ_CP018632.1	NZ_CP018632.1@47	3351532	3352287	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2893]	['4.00e-09']	[0.567]	[0.482]
NZ_CP018632.1	NZ_CP018632.1@40	2746789	2747751	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2392]	['3.80e-04']	[0.312]	[0.338]
NZ_CP018632.1	NZ_CP018632.1@60	3919854	3920786	False	0%	0%	I-A	0.0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[3402]	['4.10e-43']	[0.473]	[0.912]
NZ_CP018632.1	NZ_CP018632.1@14	730155	731729	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[642]	['9.40e-03']	[0.364]	[0.539]
NZ_CP018632.1	NZ_CP018632.1@113	7760107	7760577	False	0%	33%	I-A	2.0	['Cas4_0_CAS-I-II-III-IV-V-VI']	[6756]	['1.00e-03']	[0.834]	[0.76]
NZ_CP018632.1	NZ_CP018632.1@96	6485132	6487051	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[5593]	['3.40e-06']	[0.417]	[0.623]
NZ_CP018632.1	NZ_CP018632.1@63	4277780	4278922	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3700]	['3.20e-06']	[0.407]	[0.549]
NZ_CP018632.1	NZ_CP018632.1@55	3586210	3587250	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3072]	['1.40e-03']	[0.386]	[0.444]
NZ_CP018632.1	NZ_CP018632.1@46	3189743	3191225	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[2750, 2751]	['2.80e-04', '3.30e-06']	[0.415, 0.392]	[0.342, 0.352]
NZ_CP018632.1	NZ_CP018632.1@65	4599911	4600528	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[4003]	['3.20e-12']	[0.83]	[0.699]
NZ_CP018632.1	NZ_CP018632.1@45	3082162	3085753	False	0%	NA	III-A	1.0	['PD_DExK_0_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III']	[2659, 2661]	['3.50e-55', '4.10e-07']	[0.688, 0.338]	[1.0, 0.43]
NZ_CP018632.1	NZ_CP018632.1@100	6938941	6939273	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[6019]	['1.30e-08']	[0.766]	[0.771]
NZ_CP018632.1	NZ_CP018632.1@109	7528119	7530230	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[6548]	['9.00e-12']	[0.415]	[0.773]
NZ_CP018632.1	NZ_CP018632.1@50	3485613	3486077	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2984]	['1.50e-04']	[0.413]	[0.568]
NZ_CP018632.1	NZ_CP018632.1@15	736238	736909	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[647]	['2.00e-04']	[0.442]	[0.335]
NZ_CP018632.1	NZ_CP018632.1@12	661957	662712	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[583]	['1.30e-08']	[0.528]	[0.475]
NZ_CP018632.1	NZ_CP018632.1@88	5658957	5660399	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[4918]	['2.80e-18']	[0.372]	[0.969]
NZ_CP018632.1	NZ_CP018632.1@49	3448366	3449340	False	0%	0%	I-A	0.0	['WYL_0_CAS-I-II-III-IV-V-VI']	[2954]	['6.30e-49']	[0.812]	[0.773]
NZ_CP018632.1	NZ_CP018632.1@73	4916703	4917797	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4285]	['3.60e-05']	[0.403]	[0.521]
NZ_CP018632.1	NZ_CP018632.1@8	438504	439664	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[408]	['1.00e-10']	[0.318]	[0.415]
NZ_CP018632.1	NZ_CP018632.1@17	850061	850717	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[735]	['3.80e-41']	[0.712]	[0.988]
NZ_CP018632.1	NZ_CP018632.1@94	6215062	6216123	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[5369]	['2.30e-04']	[0.421]	[0.518]
NZ_CP018632.1	NZ_CP018632.1@44	3067175	3068089	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2644]	['1.10e-10']	[0.397]	[0.408]
NZ_CP018632.1	NZ_CP018632.1@1	89481	91553	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[68]	['1.00e-07']	[0.438]	[0.915]
NZ_CP018632.1	NZ_CP018632.1@97	6511449	6512834	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[5617]	['2.00e-05']	[0.329]	[0.394]
NZ_CP018632.1	NZ_CP018632.1@76	4993353	4994228	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4358]	['2.10e-04']	[0.346]	[0.327]
NZ_CP018632.1	NZ_CP018632.1@105	7160077	7161447	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[6228]	['6.30e-85']	[0.597]	[0.919]
NZ_CP018632.1	NZ_CP018632.1@58	3834761	3835897	False	0%	0%	I-A	0.0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[3311]	['5.60e-57']	[0.53]	[1.0]
NZ_CP018632.1	NZ_CP018632.1@95	6367395	6368507	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[5493]	['2.40e-05']	[0.315]	[0.412]
NZ_CP018632.1	NZ_CP018632.1@42	2913842	2914546	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2527]	['5.70e-05']	[0.383]	[0.32]
NZ_CP018632.1	NZ_CP018632.1@61	4056041	4058005	False	0%	NA	III-B	1.0	['htpX_0_CAS-III-B']	[3527]	['3.70e-12']	[0.408]	[0.679]
NZ_CP018632.1	NZ_CP018632.1@34	2371143	2371874	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2070]	['1.90e-05']	[0.508]	[0.408]
NZ_CP018632.1	NZ_CP018632.1@68	4678842	4680512	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4088]	['3.70e-04']	[0.321]	[0.356]
NZ_CP018632.1	NZ_CP018632.1@87	5643639	5644574	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4904]	['5.20e-08']	[0.369]	[0.408]
NZ_CP018632.1	NZ_CP018632.1@110	7566638	7568404	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[6580]	['6.30e-06']	[0.36]	[0.401]
NZ_CP018632.1	NZ_CP018632.1@18	874644	875114	False	14%	0%	I-A	2.0	['Cas6f_1_CAS-I-II-III-IV-V-VI']	[752]	['3.60e-04']	[0.701]	[0.568]
NZ_CP018632.1	NZ_CP018632.1@108	7484049	7485068	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[6503]	['7.50e-63']	[0.591]	[0.678]
NZ_CP018632.1	NZ_CP018632.1@37	2682346	2683074	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[2334]	['5.00e-37']	[0.667]	[0.994]
NZ_CP018632.1	NZ_CP018632.1@6	235435	236787	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[217]	['4.20e-90']	[0.619]	[0.933]
NZ_CP018632.1	NZ_CP018632.1@48	3356594	3356938	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2900]	['1.70e-16']	[0.6]	[0.636]
